Fighter,Division,Stance,top10_wins,elo_avg,elo_max,years_in_top10,years_champ,ko_percentage,win_percentage
Eddie Cool,NA,NA,0.036231884058,1236.08306058,1348.53829917,5,0,0.108695652174,0.68115942029
Jim Maloney,Welterweight,Orthodox,0.036231884058,1203.62529216,1320.19302886,3,0,0.217391304348,0.507246376812
Alfredo Urbina,NA,NA,0.0361445783133,1284.16277109,1354.25699566,3,0,0.373493975904,0.710843373494
Lew Farber,NA,NA,0.0361445783133,1216.55776327,1295.12572131,1,0,0.10843373494,0.578313253012
Joe Miceli,Welterweight,Orthodox,0.036036036036,1267.11504828,1453.23724792,5,0,0.234234234234,0.531531531532
Art Weigand,Light Heavyweight,Southpaw,0.0357142857143,1218.94051556,1367.2313631,2,0,0.190476190476,0.547619047619
Midget Mike O'Dowd,NA,NA,0.0354609929078,1229.37050238,1321.34494014,1,0,0.0851063829787,0.468085106383
Frank Battaglia,Middleweight,Orthodox,0.0353982300885,1260.34334101,1354.34446716,5,0,0.522123893805,0.734513274336
Davey Adelman,NA,NA,0.0353982300885,1227.30295473,1373.82060632,2,0,0.115044247788,0.53982300885
Joe Sekyra,NA,NA,0.0353982300885,1246.53425923,1357.1880228,1,0,0.238938053097,0.628318584071
Gene Burton,Welterweight,Orthodox,0.0352941176471,1258.36491323,1370.3340672,3,0,0.141176470588,0.635294117647
Jimmy Stubbs,NA,NA,0.0352941176471,1229.82178285,1322.96693276,2,0,0.188235294118,0.682352941176
Victor Ortiz,Welterweight,Southpaw,0.0352941176471,1293.69272386,1397.94657248,5,0,0.411764705882,0.682352941176
Tony DeMarco,Welterweight,Orthodox,0.0350877192982,1255.31369265,1370.27307206,4,0,0.298245614035,0.622807017544
Dave Gallardo,Featherweight,Orthodox,0.0348837209302,1217.78670586,1310.92904398,1,0,0.116279069767,0.627906976744
Carlos Chavez,Featherweight,Orthodox,0.0348837209302,1204.45380967,1358.60660252,6,0,0.168604651163,0.494186046512
Art Aragon,Lightweight,Orthodox,0.0347826086957,1252.70990235,1360.88208539,7,0,0.521739130435,0.773913043478
Gregorio Peralta,Heavyweight,Orthodox,0.0347826086957,1294.46763969,1433.85243521,0,0,0.460869565217,0.808695652174
Cecil Hudson,NA,NA,0.0347826086957,1252.38560479,1316.53904149,1,0,0.15652173913,0.55652173913
Tiny Bostock,NA,NA,0.0344827586207,1235.97132597,1322.83781759,6,0,0.25,0.784482758621
Dick O'Leary,NA,NA,0.0344827586207,1214.21443558,1260.09965154,0,0,0.155172413793,0.465517241379
Jack Gibbons,Light Heavyweight,Orthodox,0.0344827586207,1340.28246632,1491.76163378,0,0,0.218390804598,0.804597701149
Pedro Hernandez,Super Featherweight,Southpaw,0.0344827586207,1208.74493745,1299.07618796,1,0,0.120689655172,0.586206896552
Freddie Cochrane,NA,NA,0.0344827586207,1232.45284203,1309.7674868,0,0,0.215517241379,0.620689655172
Ben Foord,NA,NA,0.0344827586207,1239.37225308,1420.14944696,0,0,0.327586206897,0.672413793103
John John Molina,Super Featherweight,Orthodox,0.0344827586207,1342.85376123,1461.06319346,10,0,0.551724137931,0.879310344828
Mike DeJohn,NA,NA,0.0344827586207,1261.56383753,1351.85345066,4,0,0.48275862069,0.775862068966
Gaspar Ortega,Welterweight,Orthodox,0.0342857142857,1256.27210103,1333.22350407,6,0,0.382857142857,0.742857142857
King Levinsky,NA,NA,0.034188034188,1245.57561163,1333.15313841,4,0,0.34188034188,0.641025641026
Cleo Shans,NA,NA,0.0340136054422,1222.92922321,1323.50333108,0,0,0.190476190476,0.510204081633
Rene De Vos,NA,NA,0.0339805825243,1247.9433595,1393.95412197,0,0,0.160194174757,0.757281553398
Andre Valignat,NA,NA,0.0338983050847,1251.25994736,1340.29302634,4,0,0.14406779661,0.720338983051
Pierre Fourie,NA,NA,0.0338983050847,1276.06987081,1388.14850849,4,0,0.118644067797,0.864406779661
Valentin Angelmann,Bantamweight,Orthodox,0.0338983050847,1250.79245935,1374.42249889,7,0,0.186440677966,0.700564971751
Davey Abad,NA,NA,0.0337837837838,1212.18272164,1274.9057956,2,0,0.0878378378378,0.581081081081
Tut Whalley,Flyweight,Southpaw,0.0337837837838,1225.57301575,1322.7947231,3,0,0.25,0.635135135135
Bernard Docusen,Welterweight,Orthodox,0.0337078651685,1274.64559032,1429.02972924,3,0,0.224719101124,0.820224719101
Pierre Langlois,Middleweight,Orthodox,0.0337078651685,1286.85451462,1411.37624512,3,0,0.157303370787,0.741573033708
Joe Brown,Light Welterweight,Orthodox,0.0335731414868,1224.60621711,1407.2899662,10,6,0.196642685851,0.508393285372
Kid Chocolate,Featherweight,Orthodox,0.0335051546392,1232.0749429,1424.25216907,7,3,0.219072164948,0.561855670103
Freddie Dawson,Lightweight,Orthodox,0.0333333333333,1314.47423493,1465.40794985,8,0,0.391666666667,0.841666666667
Tommy Forte,Bantamweight,Southpaw,0.0333333333333,1211.45109027,1284.71610888,2,0,0.333333333333,0.716666666667
Tiger Tom Dixon,NA,NA,0.0333333333333,1227.47051316,1288.17921553,0,0,0.45,0.6
Jack Chase,NA,NA,0.0333333333333,1239.19290679,1403.88026257,3,0,0.291666666667,0.675
Al Phillips,NA,NA,0.0333333333333,1272.21701836,1369.61482213,5,0,0.333333333333,0.8
Ern Clingham,NA,NA,0.0333333333333,1229.23112522,1305.67557175,0,0,0.266666666667,0.683333333333
Spider Webb,NA,NA,0.0331125827815,1235.58911456,1361.73203828,0,0,0.211920529801,0.576158940397
Alfredo Marcano,Featherweight,Orthodox,0.0327868852459,1247.98040399,1287.77081684,6,1,0.459016393443,0.688524590164
George Burnette,NA,NA,0.0327868852459,1227.85081854,1293.2709355,0,0,0.196721311475,0.704918032787
Jack Renault,Heavyweight,Orthodox,0.0327868852459,1246.07396283,1347.5503876,3,0,0.327868852459,0.672131147541
Katsuyoshi Takayama,Flyweight,Southpaw,0.0327868852459,1230.93586782,1327.96980418,5,0,0.180327868852,0.737704918033
Ricardo Lopez,Super Featherweight,Orthodox,0.0326086956522,1272.42292151,1425.63285869,9,0,0.45652173913,0.652173913043
Jackie Cooper,NA,NA,0.0326086956522,1226.99878127,1290.63686457,0,0,0.195652173913,0.445652173913
George Chuvalo,Heavyweight,Orthodox,0.0326086956522,1305.70901775,1384.80687454,6,0,0.673913043478,0.782608695652
Arturo Godoy,Heavyweight,Orthodox,0.0325203252033,1271.09746001,1395.69772286,4,0,0.373983739837,0.69918699187
Chief Parris,NA,NA,0.0322580645161,1230.61893217,1327.73823279,0,0,0.161290322581,0.634408602151
Izzy Jannazzo,Welterweight,Orthodox,0.032,1237.10964813,1357.2235584,5,0,0.056,0.52
Rosey Stoy,Featherweight,Southpaw,0.032,1237.56935143,1359.53188549,1,0,0.216,0.752
Antonio Gomez,NA,NA,0.031914893617,1231.53651537,1349.04608508,3,0,0.276595744681,0.585106382979
Rata Soto,NA,NA,0.031914893617,1201.97147192,1278.31685261,0,0,0.329787234043,0.574468085106
Tommy Herman,NA,NA,0.0314960629921,1213.19873392,1299.28628387,1,0,0.157480314961,0.464566929134
Mickey McGuire,NA,NA,0.0314960629921,1226.7688099,1353.77984561,2,0,0.181102362205,0.574803149606
Joe Carter,NA,NA,0.0314960629921,1247.35348831,1390.00475762,0,0,0.188976377953,0.614173228346
Johnny Brennan,NA,NA,0.03125,1227.16051784,1293.66035184,0,0,0.145833333333,0.677083333333
Charley Eagle,NA,NA,0.03125,1212.53902738,1291.40614277,0,0,0.109375,0.484375
Jimmy Garrison,Welterweight,Orthodox,0.03125,1241.04926074,1334.83848759,0,0,0.177083333333,0.645833333333
Bobby Ruffin,NA,NA,0.03125,1256.62018594,1495.36995688,3,0,0.1953125,0.6328125
Bob Murphy,Light Heavyweight,Southpaw,0.03125,1257.84450259,1366.06894143,2,0,0.614583333333,0.791666666667
Jimmy Darrah,NA,NA,0.03125,1224.16754087,1306.44586786,0,0,0.09375,0.578125
Jose Luis Castillo,Welterweight,Orthodox,0.031007751938,1306.75786946,1479.31377249,7,1,0.558139534884,0.728682170543
Jackie Brady,NA,NA,0.031007751938,1260.91831991,1401.27179792,3,0,0.15503875969,0.558139534884
Johnny Jadick,NA,NA,0.0308641975309,1249.11947583,1333.64612363,5,0,0.0802469135802,0.586419753086
Bob Jacobs,NA,NA,0.0307692307692,1222.15106077,1383.97904079,0,0,0.169230769231,0.523076923077
Nicky Jerome,NA,NA,0.0307692307692,1226.67986857,1340.16198213,0,0,0.153846153846,0.492307692308
Pat Valentino,Heavyweight,Orthodox,0.0307692307692,1274.55297254,1344.63874277,2,0,0.307692307692,0.723076923077
Baby Joe Gans,NA,NA,0.0306748466258,1272.11921865,1431.8629366,8,0,0.319018404908,0.760736196319
Phil Terranova,Featherweight,Orthodox,0.030612244898,1243.94003458,1327.2501845,4,0,0.275510204082,0.673469387755
Ron Richards,Middleweight,Orthodox,0.030534351145,1256.84354189,1385.89805464,3,0,0.381679389313,0.732824427481
Chester Rico,NA,NA,0.030303030303,1229.01982756,1327.13531319,3,0,0.131313131313,0.676767676768
Star Frisco,NA,NA,0.030303030303,1218.60535907,1288.4301177,3,0,0.181818181818,0.565656565657
Tom Johnson,Featherweight,Orthodox,0.030303030303,1235.12481955,1329.11499837,7,0,0.353535353535,0.646464646465
Johnny Haystack,NA,NA,0.030303030303,1207.16996622,1339.80953578,0,0,0.121212121212,0.424242424242
Homer Robertson,NA,NA,0.030303030303,1217.23964422,1264.2970191,0,0,0.136363636364,0.515151515152
Juan Leanos,NA,NA,0.0300751879699,1233.69536694,1319.82900151,0,0,0.368421052632,0.751879699248
Don Lee,Light Heavyweight,Southpaw,0.0300751879699,1237.72377403,1370.46376521,3,0,0.315789473684,0.639097744361
Jesse Goss,NA,NA,0.0298507462687,1231.79593325,1322.61094272,0,0,0.149253731343,0.597014925373
Hilario Martinez,NA,NA,0.0298507462687,1212.23071594,1285.01439462,1,0,0.164179104478,0.544776119403
Billy Petrolle,Lightweight,Orthodox,0.0297619047619,1252.41774207,1400.29436669,6,0,0.392857142857,0.744047619048
Johnny Greco,Welterweight,Orthodox,0.029702970297,1254.30698227,1339.84491113,5,0,0.405940594059,0.762376237624
Paddy Young,Middleweight,Orthodox,0.0294117647059,1243.95697662,1354.52568,2,0,0.352941176471,0.720588235294
Battling Torres,Light Welterweight,Orthodox,0.0294117647059,1338.1341336,1429.35769386,4,0,0.661764705882,0.823529411765
Johnny Boom,NA,NA,0.0294117647059,1235.12414851,1322.97827457,0,0,0.205882352941,0.544117647059
Tommy Bell,Welterweight,Orthodox,0.0294117647059,1219.79553111,1343.64102132,3,0,0.257352941176,0.492647058824
Pedro Montanez,Lightweight,Orthodox,0.0294117647059,1302.21271595,1402.99535313,4,0,0.490196078431,0.882352941176
Tommy Campbell,Welterweight,Southpaw,0.0291262135922,1255.95559354,1397.82861724,3,0,0.320388349515,0.708737864078
Harry Matthews,Light Heavyweight,Orthodox,0.0291262135922,1283.56471164,1416.5999677,0,0,0.582524271845,0.864077669903
Tony Chavez,NA,NA,0.0291262135922,1222.00600793,1380.2700867,2,0,0.179611650485,0.52427184466
Davey Moore,Light Middleweight,Orthodox,0.0290697674419,1232.82045841,1355.82801571,11,4,0.290697674419,0.552325581395
Charley Phil Rosenberg,Bantamweight,Orthodox,0.0289855072464,1230.63893571,1309.95105118,3,1,0.101449275362,0.565217391304
Charley Massera,NA,NA,0.0289855072464,1231.56473469,1344.38478051,0,0,0.144927536232,0.521739130435
Tanny Campo,Flyweight,Orthodox,0.0288461538462,1240.53756856,1340.77733043,6,0,0.0961538461538,0.625
Jimmy Vaughn,NA,NA,0.0287769784173,1230.71040223,1328.41656041,0,0,0.129496402878,0.467625899281
Harry Felix,NA,NA,0.0285714285714,1225.0057824,1279.71029693,1,0,0.0285714285714,0.685714285714
Rafiu King,NA,NA,0.0285714285714,1287.2558987,1380.43606437,6,0,0.414285714286,0.657142857143
Coley Welch,Middleweight,Orthodox,0.0285714285714,1267.21380634,1347.25192112,3,0,0.342857142857,0.771428571429
Andy DiVodi,NA,NA,0.0283687943262,1266.35692133,1358.03137948,1,0,0.248226950355,0.659574468085
Vincent Forgione,NA,NA,0.0281690140845,1212.25580599,1330.77001645,0,0,0.161971830986,0.507042253521
Lee Ramage,NA,NA,0.0281690140845,1260.95088298,1392.12982906,2,0,0.295774647887,0.676056338028
Tony Dupre,NA,NA,0.0281690140845,1203.95336874,1290.0805843,0,0,0.0845070422535,0.577464788732
Tiger Roy Williams,NA,NA,0.0280373831776,1231.46988796,1332.61066205,0,0,0.158878504673,0.467289719626
Freddie Steele,Middleweight,Orthodox,0.0279329608939,1261.34628939,1395.58219462,4,1,0.368715083799,0.793296089385
Billy Vidabeck,Light Heavyweight,Orthodox,0.0277777777778,1248.49688287,1329.60007766,0,0,0.152777777778,0.638888888889
Izzy Grove,NA,NA,0.0277777777778,1210.81742654,1363.42609439,0,0,0.0555555555556,0.486111111111
KO Christner,Heavyweight,Orthodox,0.0277777777778,1224.58472044,1293.82657746,0,0,0.268518518519,0.509259259259
Carlos Zarate,Bantamweight,Orthodox,0.0277777777778,1365.6045663,1489.91486299,5,0,0.847222222222,0.916666666667
Frankie O'Brien,Middleweight,Southpaw,0.0277777777778,1251.89392477,1358.73377125,0,0,0.277777777778,0.583333333333
Tommy Cello,NA,NA,0.0277777777778,1220.9171163,1328.48383028,1,0,0.152777777778,0.569444444444
Jim Brady,NA,NA,0.0275862068966,1221.44451604,1349.06170731,5,0,0.2,0.496551724138
Bob Lawson,NA,NA,0.0275229357798,1214.67668395,1288.59343096,0,0,0.330275229358,0.596330275229
Ruby Bradley,NA,NA,0.0274725274725,1222.18462824,1285.95575128,2,0,0.0879120879121,0.598901098901
Steve Belloise,NA,NA,0.0272727272727,1304.07922592,1407.80693824,7,0,0.527272727273,0.854545454545
Eddie Ran,NA,NA,0.027027027027,1182.75555718,1276.36136899,0,0,0.225225225225,0.423423423423
Rodolfo Sanchez,NA,NA,0.027027027027,1228.48917323,1294.16779178,1,0,0.121621621622,0.702702702703
Allie Stolz,Lightweight,Orthodox,0.027027027027,1278.77162245,1362.30142146,3,0,0.27027027027,0.837837837838
Ralph Zannelli,Welterweight,Orthodox,0.0268456375839,1249.32412935,1350.45068102,3,0,0.221476510067,0.624161073826
Jimmy Gill,NA,NA,0.0268456375839,1243.81454851,1342.37520551,2,0,0.0536912751678,0.610738255034
Lee Savold,Heavyweight,Orthodox,0.0268456375839,1266.57676754,1375.69075577,7,0,0.476510067114,0.671140939597
Stanislaus Loayza,Lightweight,Orthodox,0.0265486725664,1280.52639246,1462.18440451,4,0,0.274336283186,0.646017699115
Tiger Jack Payne,NA,NA,0.0265486725664,1231.80024286,1356.58064687,1,0,0.29203539823,0.513274336283
Billy Kelly,NA,NA,0.0264900662252,1218.65067963,1301.43770693,2,0,0.158940397351,0.483443708609
Bobby Dykes,Welterweight,Orthodox,0.0264900662252,1277.52524615,1358.94257789,2,0,0.377483443709,0.788079470199
Mike Dundee,NA,NA,0.0263157894737,1247.36230025,1343.30946588,5,0,0.173684210526,0.536842105263
Marcel Cerdan,NA,NA,0.0263157894737,1448.01571037,1592.10026192,5,1,0.5,0.964912280702
Jock Malone,Middleweight,Orthodox,0.0263157894737,1280.32649291,1390.52037355,2,0,0.178947368421,0.689473684211
Clyde Hull,NA,NA,0.0263157894737,1219.16619002,1309.22413453,1,0,0.140350877193,0.473684210526
Charley Retzlaff,Heavyweight,Orthodox,0.0263157894737,1259.72674701,1370.9823079,1,0,0.697368421053,0.815789473684
Frankie Albano,NA,NA,0.0263157894737,1202.20258496,1294.31528544,0,0,0.0877192982456,0.570175438596
Juan Zurita,Lightweight,Orthodox,0.0261437908497,1366.23231983,1464.96777776,4,0,0.294117647059,0.843137254902
Cowboy Eddie Anderson,NA,NA,0.0261194029851,1228.04780989,1345.43387248,0,0,0.111940298507,0.507462686567
Vic Foley,Bantamweight,Orthodox,0.0260869565217,1242.30645209,1386.78301599,1,0,0.113043478261,0.582608695652
Jack Roper,NA,NA,0.0260869565217,1239.47520589,1299.26872653,0,0,0.269565217391,0.547826086957
Eddie Wagner,NA,NA,0.0260416666667,1226.04430561,1393.22677595,0,0,0.078125,0.5625
Jimmy Carter,Lightweight,Orthodox,0.0260223048327,1244.02938344,1503.45639049,7,4,0.17843866171,0.527881040892
Tommy Grogan,NA,NA,0.0258620689655,1233.86261908,1322.53802296,2,0,0.284482758621,0.603448275862
Charlie O'Connell,NA,NA,0.025641025641,1236.54846497,1299.68454547,0,0,0.217948717949,0.74358974359
Paulie Peters,NA,NA,0.025641025641,1218.45433299,1350.85733044,0,0,0.320512820513,0.589743589744
Al Bummy Davis,NA,NA,0.025641025641,1267.31667592,1385.6498105,1,0,0.576923076923,0.820512820513
Sergeant Sammy Baker,NA,NA,0.0254777070064,1283.18646921,1384.00841619,0,0,0.337579617834,0.694267515924
Babe Hunt,Heavyweight,Orthodox,0.0254777070064,1230.44615374,1302.27535723,0,0,0.267515923567,0.611464968153
Vicente Milan Derado,NA,NA,0.0254237288136,1242.48889774,1388.02211409,4,0,0.177966101695,0.483050847458
Jackie Wilson,Lightweight,Orthodox,0.0254041570439,1236.60283527,1424.45515569,6,0,0.163972286374,0.551963048499
Yaqui Lopez,Light Heavyweight,Orthodox,0.0253164556962,1318.61404428,1428.07157219,7,0,0.506329113924,0.784810126582
Dave Castilloux,NA,NA,0.0253164556962,1281.52816597,1394.11706577,4,0,0.29746835443,0.772151898734
Carlos Hernandez,Light Welterweight,Orthodox,0.0249221183801,1265.1389101,1404.5669378,10,1,0.327102803738,0.635514018692
Rodolfo Martinez,Bantamweight,Orthodox,0.0247933884298,1265.09296434,1381.84445012,6,0,0.479338842975,0.685950413223
Julio Cesar Vasquez,Light Middleweight,Southpaw,0.0246913580247,1284.7872682,1439.36914002,7,0,0.518518518519,0.827160493827
Johnny Ceccoli,NA,NA,0.0246913580247,1226.47120975,1323.54908574,0,0,0.0617283950617,0.382716049383
Henry Moreno,NA,NA,0.0246913580247,1226.72922902,1297.16124303,1,0,0.111111111111,0.58024691358
Unknown Winston,NA,NA,0.0245901639344,1224.54166877,1287.24085197,1,0,0.360655737705,0.524590163934
Rudy Cruz,Middleweight,Southpaw,0.0243902439024,1231.46575467,1358.52155059,3,0,0.0975609756098,0.560975609756
Jimmy Reeves,NA,NA,0.0243902439024,1227.19484246,1308.01691718,1,0,0.219512195122,0.536585365854
Earl Turner,NA,NA,0.0241935483871,1199.82244891,1274.85775719,1,0,0.233870967742,0.459677419355
Humberto Soto,Light Welterweight,Orthodox,0.0240963855422,1334.44806398,1465.15767951,5,0,0.506024096386,0.867469879518
Emil Paluso,NA,NA,0.0238095238095,1271.06345861,1358.96426336,2,0,0.202380952381,0.666666666667
Johnny Clements,NA,NA,0.0238095238095,1183.33426632,1220.28700781,0,0,0.166666666667,0.416666666667
Johnny Pena,NA,NA,0.0236220472441,1252.2836665,1362.6210911,2,0,0.133858267717,0.574803149606
Kid Azteca,Welterweight,Orthodox,0.0236220472441,1281.78156646,1392.98290914,3,0,0.448818897638,0.759842519685
Young Jack Thompson,Welterweight,Orthodox,0.0234375,1242.30942488,1345.00413996,4,0,0.390625,0.6328125
Jorge Jose Fernandez,Welterweight,Orthodox,0.0232558139535,1288.20336544,1393.43539924,3,0,0.627906976744,0.891472868217
Chuck Wiggins,Heavyweight,Orthodox,0.0231481481481,1250.61155892,1491.47729869,0,0,0.175925925926,0.583333333333
Alberto Santiago Lovell,NA,NA,0.0229885057471,1272.05956416,1378.36228824,1,0,0.620689655172,0.850574712644
Wally Swift,NA,NA,0.0229885057471,1278.76848969,1371.82455434,0,0,0.149425287356,0.770114942529
Len Harvey,NA,NA,0.0229357798165,1234.51351997,1352.65081917,5,0,0.247706422018,0.683486238532
Jimmy Ellis,Heavyweight,Orthodox,0.0229007633588,1241.9764886,1364.85457232,6,0,0.419847328244,0.610687022901
Happy Atherton,NA,NA,0.0229007633588,1220.20814646,1298.12327175,1,0,0.030534351145,0.534351145038
Miguel Angel Gonzalez,Welterweight,Orthodox,0.0227272727273,1307.33458887,1621.25189703,8,0,0.386363636364,0.69696969697
Jose Torres,Featherweight,Orthodox,0.0225988700565,1232.09676886,1328.83018988,4,1,0.361581920904,0.54802259887
Young Montreal,NA,NA,0.0225563909774,1215.60776404,1302.11971254,0,0,0.105263157895,0.533834586466
Dave Clark,Middleweight,Orthodox,0.0225563909774,1222.20593665,1311.72559621,1,0,0.12030075188,0.451127819549
Larry Johnson,Light Middleweight,Southpaw,0.0223880597015,1185.63641706,1247.76946411,3,0,0.238805970149,0.477611940299
Lulu Costantino,Featherweight,Orthodox,0.0222222222222,1252.75365169,1320.64961621,4,0,0.133333333333,0.748148148148
Billy Graham,Welterweight,Orthodox,0.0222222222222,1262.03458416,1418.50735585,5,0,0.211111111111,0.711111111111
Young Perez,NA,NA,0.0220588235294,1244.82617462,1372.6850596,1,0,0.169117647059,0.647058823529
Tiger Al Williams,NA,NA,0.021978021978,1232.97031537,1349.3142195,0,0,0.10989010989,0.516483516484
Juan Albornoz,NA,NA,0.021978021978,1279.59115549,1394.73533169,0,0,0.208791208791,0.846153846154
Clemente Sanchez,NA,NA,0.021897810219,1258.91027352,1341.4627402,2,1,0.518248175182,0.766423357664
Joe Anderson,NA,NA,0.0218579234973,1237.87720197,1301.964182,2,0,0.16393442623,0.568306010929
Vince Dell'Orto,NA,NA,0.0217391304348,1225.95325956,1376.92785637,1,0,0.0434782608696,0.413043478261
Charley Goodman,NA,NA,0.0217391304348,1199.0705969,1319.79343041,0,0,0.0978260869565,0.467391304348
Denny Moyer,Light Middleweight,Orthodox,0.0215827338129,1266.31661601,1368.8514096,8,0,0.165467625899,0.690647482014
Fritzie Zivic,Welterweight,Orthodox,0.0215517241379,1234.47905166,1331.35933806,8,1,0.340517241379,0.676724137931
Georgie Ward,NA,NA,0.0215053763441,1242.16044234,1426.57789511,2,0,0.129032258065,0.688172043011
Luis Romero,Bantamweight,Southpaw,0.0213903743316,1282.24434487,1458.90689723,5,0,0.379679144385,0.818181818182
George Nichols,Light Heavyweight,Southpaw,0.0212765957447,1266.14563334,1396.24804277,1,0,0.234042553191,0.666666666667
Angel Robinson Garcia,Light Welterweight,Orthodox,0.021186440678,1239.97166228,1356.97151494,0,0,0.207627118644,0.567796610169
Buddy Walker,NA,NA,0.0211267605634,1278.28647809,1352.51435153,1,0,0.267605633803,0.619718309859
Gustav Scholz,Middleweight,Southpaw,0.0210526315789,1287.09796564,1392.46365607,7,0,0.473684210526,0.905263157895
Jorge Fernando Castro,Middleweight,Orthodox,0.020979020979,1342.6240156,1503.05226162,6,0,0.538461538462,0.86013986014
Carlos Malacara,NA,NA,0.0208333333333,1212.10863861,1398.824454,0,0,0.09375,0.520833333333
Frankie Genaro,NA,NA,0.0208333333333,1246.59805429,1347.74533782,6,0,0.138888888889,0.701388888889
Larry Gains,Heavyweight,Orthodox,0.0208333333333,1266.01232327,1355.8679488,1,0,0.423611111111,0.8125
Johnny Lucas,Welterweight,Orthodox,0.0206896551724,1230.5503994,1353.10367988,0,0,0.0551724137931,0.455172413793
Kid Tunero,NA,NA,0.0205479452055,1236.24943956,1306.89315704,2,0,0.22602739726,0.650684931507
Rodolfo Gonzalez,Lightweight,Orthodox,0.0205479452055,1298.58279711,1423.14082162,7,0,0.58904109589,0.801369863014
Ray Perez,NA,NA,0.0205479452055,1209.33501571,1322.13979459,0,0,0.116438356164,0.479452054795
Raul Perez,Bantamweight,Orthodox,0.0205479452055,1266.33656556,1372.96314994,5,0,0.431506849315,0.712328767123
Charlie Belanger,Light Heavyweight,Orthodox,0.0205128205128,1250.08602367,1403.66088197,0,0,0.179487179487,0.553846153846
Jose Legra,Featherweight,Orthodox,0.0204081632653,1320.97586946,1485.6420769,7,0,0.333333333333,0.897959183673
Young Nationalista,Featherweight,Orthodox,0.0201342281879,1226.37874679,1319.41823243,2,0,0.221476510067,0.463087248322
Frankie Wallace,NA,NA,0.0201005025126,1218.06950621,1440.11898664,3,0,0.0804020100503,0.331658291457
Theo Medina,Bantamweight,Orthodox,0.02,1219.24685351,1312.51740493,3,0,0.173333333333,0.6
Vic Cardell,Welterweight,Southpaw,0.02,1257.05518821,1363.45085013,0,0,0.18,0.64
Paul Dogniaux,NA,NA,0.019801980198,1258.08438388,1401.27984061,0,0,0.158415841584,0.60396039604
Armando Muniz,NA,NA,0.019801980198,1244.26178901,1372.98496067,5,0,0.336633663366,0.70297029703
Petey Sarron,Featherweight,Orthodox,0.0197368421053,1249.72115554,1358.86892264,7,1,0.157894736842,0.717105263158
Doc Snell,Featherweight,Orthodox,0.0197368421053,1232.03724345,1386.30200754,2,0,0.177631578947,0.546052631579
Eddie Mack,NA,NA,0.0197044334975,1228.45696556,1351.16340486,1,0,0.261083743842,0.64039408867
Harry Greb,Middleweight,Orthodox,0.0196078431373,1282.52478463,1450.02630515,1,1,0.16339869281,0.862745098039
Tod Morgan,Super Featherweight,Orthodox,0.0196078431373,1238.47316942,1391.14313178,5,4,0.129411764706,0.603921568627
Al Singer,NA,NA,0.0190476190476,1242.98966025,1451.74892107,2,0,0.266666666667,0.666666666667
Young Gene Buffalo,NA,NA,0.0189873417722,1273.91337047,1374.63498259,0,0,0.0696202531646,0.715189873418
Lope Tenorio,NA,NA,0.0189873417722,1226.29422748,1330.94028093,1,0,0.208860759494,0.474683544304
Bert Colima,Middleweight,Orthodox,0.0189573459716,1238.99086775,1318.97767743,1,0,0.260663507109,0.691943127962
Tony Martin,Welterweight,Orthodox,0.0188679245283,1247.01073492,1345.93104803,0,0,0.295597484277,0.666666666667
Henry Cooper,Heavyweight,Orthodox,0.0188679245283,1208.22317603,1302.92949443,7,0,0.213836477987,0.522012578616
Lauro Salas,Lightweight,Orthodox,0.0185185185185,1232.60584189,1335.44144559,3,0,0.277777777778,0.555555555556
Tommy Collins,Welterweight,Orthodox,0.0184049079755,1280.86940544,1374.40651505,1,0,0.374233128834,0.631901840491
Buddy Knox,NA,NA,0.0184049079755,1283.97764047,1382.897794,0,0,0.288343558282,0.699386503067
Claude Varner,NA,NA,0.0183486238532,1218.10218441,1349.9938189,2,0,0.284403669725,0.51376146789
George Kid Nicholson,NA,NA,0.0181818181818,1230.69974907,1283.93167103,0,0,0.0363636363636,0.545454545455
Tony Lopez,Super Featherweight,Orthodox,0.0179211469534,1201.45982112,1345.42526844,6,0,0.222222222222,0.537634408602
Maxie Strub,NA,NA,0.0178571428571,1253.70089426,1362.05253801,1,0,0.214285714286,0.723214285714
Black Bill,NA,NA,0.0172910662824,1222.88070631,1376.71133553,4,0,0.184438040346,0.602305475504
Peter Mueller,Middleweight,Orthodox,0.0172413793103,1264.19239586,1382.91182009,0,0,0.362068965517,0.724137931034
Harold Jones,Lightweight,Southpaw,0.0172413793103,1216.06793596,1284.53343046,0,0,0.126436781609,0.51724137931
Bobby Pacho,NA,NA,0.0171428571429,1234.56031874,1365.45369278,3,0,0.234285714286,0.497142857143
Lew Jenkins,Lightweight,Orthodox,0.0169491525424,1243.76438548,1415.00543369,2,1,0.432203389831,0.618644067797
Mickey Miller,NA,NA,0.0167597765363,1225.68561743,1315.33646282,0,0,0.346368715084,0.586592178771
Ignacio Fernandez,Featherweight,Orthodox,0.0166666666667,1232.37463412,1361.98030286,1,0,0.258333333333,0.466666666667
Jose Luis Lopez,Lightweight,Southpaw,0.0166666666667,1214.98592429,1403.79977207,5,0,0.35,0.527777777778
Steve Smith,NA,NA,0.016393442623,1214.80977548,1306.04562795,0,0,0.0601092896175,0.338797814208
Arthur Persley,NA,NA,0.016393442623,1278.00038929,1409.11567268,3,0,0.229508196721,0.745901639344
Danny Kramer,Featherweight,Southpaw,0.016393442623,1233.33493369,1331.51338307,1,0,0.191256830601,0.68306010929
